NCT_ID,AnyPregGPT,Preg_Only_GPT,Category,Secondary category,Pain,Summary,Certainty
NCT02377466,1,1,1. Prevention of pre-term labor/premature birth/preterm delivery/PROM/pPROM/Cervical insufficiency/Cervical cerclage,None,0,"The study focuses on evaluating the efficacy and safety of retosiban versus placebo in prolonging pregnancy and improving neonatal outcomes in women experiencing spontaneous preterm labor. The trial exclusively enrolls pregnant women with uncomplicated, singleton pregnancies and intact membranes in preterm labor, making it a clear fit for the category of 'Prevention of pre-term labor/premature birth/preterm delivery/PROM/pPROM/Cervical insufficiency/Cervical cerclage.' There is no indication that the trial evaluates a pain management drug or intervention.",100
NCT01513447,1,1,"16. Labor induction/Labor management/Other labor and delivery (NOT C-SECTION, NOT CAESAREAN)",None,1,"This trial investigates the use of sterile water injections as an adjunct to neuraxial labor analgesia to manage labor pain, specifically back labor. The study exclusively enrolls pregnant women in labor, making it relevant to labor management. The primary focus is on pain management during labor.",100
NCT00906347,1,1,"16. Labor induction/Labor management/Other labor and delivery (NOT C-SECTION, NOT CAESAREAN)",None,0,"The trial examines the efficacy of oral misoprostol for labor augmentation, which is directly related to labor management. The inclusion criteria specify pregnant individuals at or beyond 36 weeks of gestation, confirming that only pregnant individuals can enroll.",100
NCT00346840,1,1,"16. Labor induction/Labor management/Other labor and delivery (NOT C-SECTION, NOT CAESAREAN)",None,0,"The trial focuses on the efficacy of controlled-release misoprostol for labor induction in parous women, which directly relates to labor management. The inclusion criteria specify pregnant individuals at term, and the exclusion criteria ensure the focus remains on uncomplicated pregnancies. There is no mention of pain management as a primary or secondary objective.",100
NCT00093938,1,1,24. UTI,None,0,"The study aims to determine the effectiveness of cranberry juice in preventing urinary tract infections (UTIs) in pregnant women. The inclusion criteria specifically mention intrauterine pregnancy, and the study focuses on a condition (UTI) that is common during pregnancy.",100
NCT00610688,1,1,7. Nutrition supplementation/Vitamin D/folic acid (DO NOT INCLUDE IRON OR ANEMIA),None,0,The trial focuses on comparing the effects of higher dose vitamin D with commonly recommended dose in pregnant women to prevent vitamin D deficiency and improve growth in infants. It exclusively enrolls pregnant women and aims to address vitamin D deficiency.,100
NCT01585129,1,1,15. C-section/caesarean,21. Other infectious disease prevention/treatment (non-vaccine),0,"The trial focuses on the utility of postpartum antibiotics in women who have undergone cesarean delivery due to chorioamnionitis. The primary outcome is the rate of endometritis, which is an infection-related condition. The study exclusively involves pregnant individuals undergoing cesarean sections, thus fitting into the 'C-section/caesarean' category. Additionally, it involves the prevention/treatment of an infectious disease, making 'Other infectious disease prevention/treatment (non-vaccine)' a relevant secondary category.",95
NCT03604341,1,0,34. Abortion/Fetal Demise/Dilation and Evacuation/Dilation and Curettage,None,1,"The trial evaluates the use of a synthetic cannabis derivative, dronabinol, in addition to ibuprofen, to manage pain during medical abortion. The inclusion criteria specify that participants must be undergoing a medical abortion, indicating that pregnant individuals can enroll. The primary focus is on pain management during abortion, fitting the category of 'Abortion/Fetal Demise/Dilation and Evacuation/Dilation and Curettage.'",100
NCT00641784,1,1,1. Prevention of pre-term labor/premature birth/preterm delivery/PROM/pPROM/Cervical insufficiency/Cervical cerclage,None,0,"The trial focuses on the acute management of preterm labor in women with singleton gestations, comparing the efficacy of oral nifedipine versus intravenous magnesium sulfate. The inclusion and exclusion criteria are specific to pregnant women experiencing preterm labor, and the study aims to assess neonatal outcomes. This fits well under the category of 'Prevention of pre-term labor/premature birth/preterm delivery/PROM/pPROM/Cervical insufficiency/Cervical cerclage.' There is no indication that the trial evaluates a pain management drug or intervention.",100
NCT00099164,1,1,1. Prevention of pre-term labor/premature birth/preterm delivery/PROM/pPROM/Cervical insufficiency/Cervical cerclage,None,0,"The trial focuses on the prevention of preterm birth in women pregnant with twins or triplets using progesterone therapy. The inclusion criteria specifically target pregnant women, and the primary condition being addressed is preterm birth, fitting well into the category of prevention of pre-term labor/premature birth/preterm delivery. There is no indication that the trial evaluates a pain management drug or intervention.",100
NCT00133029,1,1,15. C-section/caesarean,None,0,"The study focuses on the timing of prophylactic antibiotic administration for cesarean sections and its impact on postoperative febrile morbidity. It exclusively involves pregnant individuals undergoing elective/non-emergent cesarean sections, fitting well into the category of C-section/caesarean. There is no indication that the study evaluates a pain management drug or intervention.",100
NCT02755090,1,1,34. Abortion/Fetal Demise/Dilation and Evacuation/Dilation and Curettage,None,1,"This study involves pain management for women undergoing pregnancy termination in the second trimester, fitting the category of 'Abortion/Fetal Demise/Dilation and Evacuation/Dilation and Curettage.' The trial exclusively enrolls pregnant individuals, and it evaluates pain management interventions, thus the Pain variable is set to 1.",100
NCT00144183,1,1,"3. HIV (Prevention of Mother-to-Child Transmission / PMTCT, NO malaria)",None,0,"This trial evaluates the effectiveness of a drug regimen in preventing mother-to-child transmission of HIV in pregnant women. The inclusion criteria specifically target pregnant women who are HIV-positive and antiretroviral drug-naive, making it clear that the trial is focused on PMTCT. There is no mention of pain management.",100
NCT04594070,1,1,6. Anemia,None,0,"The trial focuses on comparing intermittent versus daily oral iron supplementation for treating iron deficiency anemia in pregnant women. The inclusion criteria specifically target pregnant women in their first or second trimester with a diagnosis of iron deficiency anemia, making it clear that the study is exclusively for pregnant individuals. The primary condition being addressed is anemia, specifically iron deficiency anemia.",100
NCT03806231,1,1,"16. Labor induction/Labor management/Other labor and delivery (NOT C-SECTION, NOT CAESAREAN)",None,0,"This trial evaluates the use of Cervidil for outpatient pre-induction of cervical ripening in pregnant women at 39.0-41.6 weeks gestation. The primary focus is on labor induction and management, making 'Labor induction/Labor management/Other labor and delivery (NOT C-SECTION, NOT CAESAREAN)' the best-fitting category. Pregnant women are the only participants, so 'Preg_Only_GPT' is 1. There is no indication that the trial evaluates a pain management drug or intervention.",100
NCT00115271,1,1,7. Nutrition supplementation/Vitamin D/folic acid (DO NOT INCLUDE IRON OR ANEMIA),8. Fetal growth/IUGR/Fetal Growth Retardation,0,"The study focuses on the effects of micronutrient supplementation during pregnancy on birth weight and other health outcomes, which fits well under 'Nutrition supplementation/Vitamin D/folic acid'. The focus on birth weight also aligns with 'Fetal growth/IUGR/Fetal Growth Retardation'.",95
NCT01472549,1,1,15. C-section/caesarean,21. Other infectious disease prevention/treatment (non-vaccine),0,This trial investigates the effectiveness of different antiseptic skin preparations in preventing surgical site infections specifically in women undergoing cesarean delivery. The focus on cesarean sections and the prevention of infections aligns it with the categories of 'C-section/caesarean' and 'Other infectious disease prevention/treatment (non-vaccine).' The trial exclusively enrolls pregnant individuals undergoing cesarean delivery.,95
NCT00118820,1,0,30. Other - maternal/parental/pregnant person disease or injury,None,1,"The trial investigates the efficacy of systemic prophylactic antibiotics in preventing postoperative inflammatory complications after third molar (wisdom teeth) extraction. Pregnant individuals can enroll if there is no contraindication after consultation with an obstetrician. The study focuses on postoperative alveolar osteitis and infection, which are relevant to maternal health. Pain management is a key aspect as it evaluates postoperative complications.",95
